structure_id,core_mof_id,formula,source_note
ABAVIJ_clean,ABAVIJ,,doi=10.1039/b404485a; partition=train; ann_probability=0.94328225
EVUDAA_clean,EVUDAA,,doi=10.1002/anie.200353139; partition=train; ann_probability=0.91312575
EVUNEP_clean,EVUNEP,,doi=10.1021/cg1015753; partition=train; ann_probability=0.10041052
EVURAP_clean,EVURAP,,doi=10.1021/cg200350j; partition=train; ann_probability=0.9166966
EWETUW_clean,EWETUW,,doi=10.1002/adfm.201100115; partition=train; ann_probability=0.10629752
EWILON_clean,EWILON,,doi=10.1021/acs.inorgchem.6b01004; partition=train; ann_probability=0.92340946
EXEMUR_clean,EXEMUR,,doi=10.1021/acs.inorgchem.6b01119; partition=train; ann_probability=0.9144472
EXEQAA_clean,EXEQAA,,doi=10.1039/c1cc11168j; partition=train; ann_probability=0.9177635
EXEQII_SL,EXEQII,,doi=10.1039/c1cc11168j; partition=train; ann_probability=0.9221065
EZABAJ_clean,EZABAJ,,doi=10.1039/c0ce00762e; partition=train; ann_probability=0.11228454
EZABEN_clean,EZABEN,,doi=10.1039/c0ce00762e; partition=train; ann_probability=0.095015734
EZOBUR_clean,EZOBUR,,doi=10.1021/ic200362c; partition=train; ann_probability=0.93223596
FAFCEW_clean,FAFCEW,,doi=10.1039/c002054k; partition=train; ann_probability=0.91276705
FAGMAE_clean,FAGMAE,,doi=10.1039/C5CE02310F; partition=train; ann_probability=0.09806129
FAGMOS_clean,FAGMOS,,doi=10.1039/C5CE02310F; partition=train; ann_probability=0.10051209
FAJZOI_clean,FAJZOI,,doi=10.1021/acs.cgd.5b01601; partition=train; ann_probability=0.11198336
FALQEQ_clean,FALQEQ,,doi=10.1039/c1ce05864a; partition=train; ann_probability=0.088707894
FALQIU_clean,FALQIU,,doi=10.1039/c1ce05864a; partition=train; ann_probability=0.09031513
FALQOA_clean,FALQOA,,doi=10.1039/c1ce05864a; partition=train; ann_probability=0.0901103
FARFUA_clean,FARFUA,,doi=10.1021/ja046478a; partition=train; ann_probability=0.12075335
FAVFUG_clean,FAVFUG,,doi=10.1021/acs.cgd.6b01808; partition=train; ann_probability=0.92768073
FAWCEN_SL,FAWCEN,,doi=10.1021/jp303907p; partition=train; ann_probability=0.9133
FAWCEN03_SL,FAWCEN03,,doi=10.1021/jp303907p; partition=train; ann_probability=0.9123672
FECWOB01_clean,FECWOB01,,doi=10.1039/c2jm15860d; partition=train; ann_probability=0.93570757
FECXES_clean,FECXES,,doi=10.1039/c2jm15538a; partition=train; ann_probability=0.9100828
FECYUJ_clean,FECYUJ,,doi=10.1039/c2jm15933c; partition=train; ann_probability=0.94074774
FEHCIG_manual,FEHCIG,,doi=10.1039/c2sc21181e; partition=train; ann_probability=0.94315815
FERVEF_clean,FERVEF,,doi=10.1002/chem.201203559; partition=train; ann_probability=0.9407079
FERVIJ_clean,FERVIJ,,doi=10.1002/chem.201203559; partition=train; ann_probability=0.93447757
FERVOP_clean,FERVOP,,doi=10.1002/chem.201203559; partition=train; ann_probability=0.9575567
FERVUV_clean,FERVUV,,doi=10.1002/chem.201203559; partition=train; ann_probability=0.9444345
FEWQOP_clean,FEWQOP,,doi=10.1002/asia.201300250; partition=train; ann_probability=0.10253778
FEZCOD_charged,FEZCOD,,doi=10.1021/ic040113+; partition=train; ann_probability=0.14654556
FIBHIJ_clean,FIBHIJ,,doi=10.1039/c3sc00016h; partition=train; ann_probability=0.9331142
FIDRIV_clean,FIDRIV,,doi=10.1039/C3CC43549K; partition=train; ann_probability=0.92987406
FIFPOA_clean,FIFPOA,,doi=10.1021/ic0487373; partition=train; ann_probability=0.12752387
FIJDIM12_clean,FIJDIM12,,doi=10.1002/ejic.201000378; partition=train; ann_probability=0.8602972
FIPKUM_clean,FIPKUM,,doi=10.1039/C3TA14199C; partition=train; ann_probability=0.9535302
FIRNAX_clean,FIRNAX,,doi=10.1038/srep03312; partition=train; ann_probability=0.94815814
FIRNAX01_clean,FIRNAX01,,doi=10.1038/srep03312; partition=train; ann_probability=0.9475057
FIRNOL_clean,FIRNOL,,doi=10.1038/srep03312; partition=train; ann_probability=0.9268832
FIRNUR_clean,FIRNUR,,doi=10.1038/srep03312; partition=train; ann_probability=0.93841016
FIRPAZ_clean,FIRPAZ,,doi=10.1038/srep03312; partition=train; ann_probability=0.93343556
FIVQIL_clean,FIVQIL,,doi=10.1021/cm048764r; partition=train; ann_probability=0.09656355
FIVYUF_clean,FIVYUF,,doi=10.1021/ja0437095; partition=train; ann_probability=0.11547896
FIXVUE_clean,FIXVUE,,doi=10.1002/anie.200462205; partition=train; ann_probability=0.098062515
FIZPOV_clean,FIZPOV,,doi=10.1021/cg401887b; partition=train; ann_probability=0.1303803
FOJLOH_clean,FOJLOH,,doi=10.1002/zaac.201300677; partition=train; ann_probability=0.10289538
FORKUU_clean,FORKUU,,doi=10.1039/C4DT03124E; partition=train; ann_probability=0.11216548
FOTNIN_clean,FOTNIN,,doi=10.1002/anie.201409334; partition=train; ann_probability=0.8936985
FOVPUD_clean,FOVPUD,,doi=10.1021/cg5006192; partition=train; ann_probability=0.92489576
FOXHUX_clean,FOXHUX,,doi=10.1021/cg501211f; partition=train; ann_probability=0.92347765
FOXPUE_clean,FOXPUE,,doi=10.1021/cg800600g; partition=train; ann_probability=0.120156944
FUNFOL_clean,FUNFOL,,doi=10.1039/C5DT02774H; partition=train; ann_probability=0.9346734
FUNGAY_clean,FUNGAY,,doi=10.1039/C5DT02774H; partition=train; ann_probability=0.91595984
FUNLAD_clean,FUNLAD,,doi=10.1038/ncomms8954; partition=train; ann_probability=0.8646157
FUSQUH_clean,FUSQUH,,doi=10.1039/C5TA05210F; partition=train; ann_probability=0.091873586
FUTTIZ_clean,FUTTIZ,,doi=10.1021/cg500116f; partition=train; ann_probability=0.93775153
FUWFOU_clean,FUWFOU,,doi=10.1039/C5DT02987B; partition=train; ann_probability=0.9263662
GADDOH_clean,GADDOH,,doi=10.1039/C5DT04687D; partition=train; ann_probability=0.113499016
GADFAV_clean,GADFAV,,doi=10.1039/C5DT04687D; partition=train; ann_probability=0.110951304
GADHIF_clean,GADHIF,,doi=10.1039/C5CE02413G; partition=train; ann_probability=0.9342463
GADNUX_clean,GADNUX,,doi=10.1039/C5CC09922F; partition=train; ann_probability=0.9260061
GAFBEX_clean,GAFBEX,,doi=10.1021/acsami.5b06301; partition=train; ann_probability=0.92184126
GAGQAI_clean,GAGQAI,,doi=10.1039/c0sc00179a; partition=train; ann_probability=0.94036764
GAGTEQ_clean,GAGTEQ,,doi=10.1021/acs.cgd.5b01746; partition=train; ann_probability=0.91728723
GAHWIX_clean,GAHWIX,,doi=10.1039/c0nj00272k; partition=train; ann_probability=0.0865863
GAJZAU_clean,GAJZAU,,doi=10.1039/b9nj00456d; partition=train; ann_probability=0.11590791
GAJZEY_clean,GAJZEY,,doi=10.1039/b9nj00456d; partition=train; ann_probability=0.12341946
GAJZUO_clean,GAJZUO,,doi=10.1039/b9nj00456d; partition=train; ann_probability=0.11880657
GALCAZ_clean,GALCAZ,,doi=10.1039/c2ce05948g; partition=train; ann_probability=0.921033
GAMTAQ_clean,GAMTAQ,,doi=10.1021/cg049600q; partition=train; ann_probability=0.11438218
GAMTOE_clean,GAMTOE,,doi=10.1021/cg049600q; partition=train; ann_probability=0.12266645
GAMTUK_clean,GAMTUK,,doi=10.1021/cg049600q; partition=train; ann_probability=0.085151434
GARLAP_clean,GARLAP,,doi=10.1021/acs.cgd.7b00112; partition=train; ann_probability=0.93814456
GARLET_clean,GARLET,,doi=10.1021/acs.cgd.7b00112; partition=train; ann_probability=0.94342446
GARLIX_clean,GARLIX,,doi=10.1021/acs.cgd.7b00112; partition=train; ann_probability=0.9451809
GARLUJ_clean,GARLUJ,,doi=10.1021/acs.cgd.7b00112; partition=train; ann_probability=0.93776643
GASSUR_clean,GASSUR,,doi=10.1021/acs.cgd.7b00042; partition=train; ann_probability=0.91520417
GAVYAG_clean,GAVYAG,,doi=10.1039/C7DT00330G; partition=train; ann_probability=0.9395919
GAXVUY_clean,GAXVUY,,doi=10.1039/c2ce25440a; partition=train; ann_probability=0.09629291
GAXWEJ_clean,GAXWEJ,,doi=10.1039/c2ce25440a; partition=train; ann_probability=0.09744722
GELVEZ01_clean,GELVEZ01,,doi=10.1039/c0dt01687j; partition=train; ann_probability=0.9086151
GELVEZ02_clean,GELVEZ02,,doi=10.1039/c0dt01687j; partition=train; ann_probability=0.93323094
GELVID01_clean,GELVID01,,doi=10.1039/c0dt01687j; partition=train; ann_probability=0.93141425
GESNOI_clean,GESNOI,,doi=10.1021/ic0613255; partition=train; ann_probability=0.9315661
GIKMOD_clean,GIKMOD,,doi=10.1021/cg070407g; partition=train; ann_probability=0.11793089
GIQXEK_clean,GIQXEK,,doi=10.1021/ic0621695; partition=train; ann_probability=0.1328609
GIQXIO_clean,GIQXIO,,doi=10.1021/ic0621695; partition=train; ann_probability=0.1311805
GIQXOU_clean,GIQXOU,,doi=10.1021/ic0621695; partition=train; ann_probability=0.13428485
GIQXUA_clean,GIQXUA,,doi=10.1021/ic0621695; partition=train; ann_probability=0.13073063
GIQYEL_clean,GIQYEL,,doi=10.1021/ic0621695; partition=train; ann_probability=0.13223124
GIQYUB_clean,GIQYUB,,doi=10.1021/ic0621695; partition=train; ann_probability=0.12896672
GIRYUD_clean,GIRYUD,,doi=10.1039/C3CC49106D; partition=train; ann_probability=0.12913442
GISMAY_clean,GISMAY,,doi=10.1039/C3SC52666F; partition=train; ann_probability=0.091757596
GISNED_clean,GISNED,,doi=10.1039/C3SC52666F; partition=train; ann_probability=0.0807575
GITTOT_manual,GITTOT,,doi=10.1126/science.1152516; partition=train; ann_probability=0.9176519
GITTOT01_manual,GITTOT01,,doi=10.1126/science.1152516; partition=train; ann_probability=0.91194916
GITTUZ_clean,GITTUZ,,doi=10.1126/science.1152516; partition=train; ann_probability=0.9388716
GITVEL_clean,GITVEL,,doi=10.1126/science.1152516; partition=train; ann_probability=0.93056774
GIZVER_clean,GIZVER,,doi=10.1039/b712319a; partition=train; ann_probability=0.8833125
GOBXAY_clean,GOBXAY,,doi=10.1039/C3NJ01371E; partition=train; ann_probability=0.9015312
GOQTIR_clean,GOQTIR,,doi=10.1039/C4RA10124C; partition=train; ann_probability=0.9172468
GOQXAN_clean,GOQXAN,,doi=10.1007/s12039-014-0714-9; partition=train; ann_probability=0.9379875
GOSKEG_clean,GOSKEG,,doi=10.1021/ja509446h; partition=train; ann_probability=0.91678715
GOSRIP_clean,GOSRIP,,doi=10.1039/a903683k; partition=train; ann_probability=0.11306772
GOVHOQ_clean,GOVHOQ,,doi=10.1002/chem.201405676; partition=train; ann_probability=0.11471704
GOWHOR_clean,GOWHOR,,doi=10.1039/C4DT02752C; partition=train; ann_probability=0.91017425
GUCJAQ_clean,GUCJAQ,,doi=10.1002/anie.200901744; partition=train; ann_probability=0.90151817
GUFXEM_clean,GUFXEM,,doi=10.1002/zaac.201400474; partition=train; ann_probability=0.9495426
GUJREK_clean,GUJREK,,doi=10.1021/jp512629c; partition=train; ann_probability=0.10845211
GUNFAW01_neutral,GUNFAW01,,doi=10.1021/ic010363f; partition=train; ann_probability=0.9335344
GUPJEG01_clean,GUPJEG01,,doi=10.1039/b315483a; partition=train; ann_probability=0.9137602
HADDOI_clean,HADDOI,,doi=10.1021/acs.inorgchem.6b01809; partition=train; ann_probability=0.92662585
HADXIW_clean,HADXIW,,doi=10.1021/acs.inorgchem.6b01697; partition=train; ann_probability=0.9245702
HAFVUH_SL,HAFVUH,,doi=10.1039/c1cc14836b; partition=train; ann_probability=0.9305728
HAHCUR_clean,HAHCUR,,doi=10.1021/cg400948e; partition=train; ann_probability=0.9186896
HAHPOW_clean,HAHPOW,,doi=10.1039/b404269g; partition=train; ann_probability=0.9353018
HAJDII_clean,HAJDII,,doi=10.1039/C6TC05349A; partition=train; ann_probability=0.9136373
HAJLOU_clean,HAJLOU,,doi=10.1039/b409543j; partition=train; ann_probability=0.9194001
HAJLUA_clean,HAJLUA,,doi=10.1039/b409543j; partition=train; ann_probability=0.9203104
HAJMAH_clean,HAJMAH,,doi=10.1039/b409543j; partition=train; ann_probability=0.92046076
HAJMEL_clean,HAJMEL,,doi=10.1039/b409543j; partition=train; ann_probability=0.9104212
HAJYEZ_clean,HAJYEZ,,doi=10.1039/C6DT04270H; partition=train; ann_probability=0.08508927
HAKSEU_clean,HAKSEU,,doi=10.1021/jacs.6b07901; partition=train; ann_probability=0.08562353
HAKSOE_clean,HAKSOE,,doi=10.1021/jacs.6b07901; partition=train; ann_probability=0.08547267
HAKTOF_clean,HAKTOF,,doi=10.1021/jacs.6b07901; partition=train; ann_probability=0.09771809
HAKVAT_clean,HAKVAT,,doi=10.1021/jacs.6b07901; partition=train; ann_probability=0.09899452
HAKWAU_clean,HAKWAU,,doi=10.1021/jacs.6b07901; partition=train; ann_probability=0.14444768
HAQJIV_clean,HAQJIV,,doi=10.1021/acs.inorgchem.7b00342; partition=train; ann_probability=0.082280695
HAQRID_clean,HAQRID,,doi=10.1021/acs.inorgchem.7b00538; partition=train; ann_probability=0.9226738
HARNAR_clean,HARNAR,,doi=10.1039/c2nj20888a; partition=train; ann_probability=0.9438509
HASMIZ_clean,HASMIZ,,doi=10.1021/cg201657q; partition=train; ann_probability=0.92801297
HEBKEG_clean,HEBKEG,,doi=10.1021/cg3008443; partition=train; ann_probability=0.9422898
HEFDON_clean,HEFDON,,doi=10.1002/anie.201203594; partition=train; ann_probability=0.11643255
HEGNAJ_clean,HEGNAJ,,doi=10.1021/cm052859r; partition=train; ann_probability=0.111175895
HEGNEN_clean,HEGNEN,,doi=10.1021/cm052859r; partition=train; ann_probability=0.12480363
HEGNUD_clean,HEGNUD,,doi=10.1021/cm052859r; partition=train; ann_probability=0.106993526
HEGPAL_clean,HEGPAL,,doi=10.1021/cm052859r; partition=train; ann_probability=0.111674905
HEKTAU_clean,HEKTAU,,doi=10.1021/cg300566x; partition=train; ann_probability=0.941355
HEWFUL_ion_b,HEWFUL,,doi=10.1002/ejic.200600891; partition=train; ann_probability=0.9271562
HIFGIO_SL,HIFGIO,,doi=10.1021/cg400376g; partition=train; ann_probability=0.9104487
HIGRIA_clean,HIGRIA,,doi=10.1039/C3DT50787D; partition=train; ann_probability=0.9472109
HIHFUB_clean,HIHFUB,,doi=10.1039/C3CE40682B; partition=train; ann_probability=0.16449812
HIHGAI_clean,HIHGAI,,doi=10.1039/C3CE40682B; partition=train; ann_probability=0.40350157
HIHGEM_manual,HIHGEM,,doi=10.1039/C3CE40682B; partition=train; ann_probability=0.40323237
HISGIB_clean,HISGIB,,doi=10.1021/cg400801s; partition=train; ann_probability=0.9286704
HISJAW_clean,HISJAW,,doi=10.1021/cg4007789; partition=train; ann_probability=0.9284484
HISJIE_clean,HISJIE,,doi=10.1021/cg4007789; partition=train; ann_probability=0.93333536
HISSIN_clean,HISSIN,,doi=10.1039/C3TA13179C; partition=train; ann_probability=0.94350594
HIYGIH_clean,HIYGIH,,doi=10.1039/C4CC00375F; partition=train; ann_probability=0.9375806
HIZQEN01_clean,HIZQEN01,,doi=10.1002/adom.201500666; partition=train; ann_probability=0.92934644
HOKLIE_clean,HOKLIE,,doi=10.1039/C4TA01993H; partition=train; ann_probability=0.9373092
HOLQIK_clean,HOLQIK,,doi=10.1039/C4CC05265J; partition=train; ann_probability=0.9510381
HOQMIL04_clean,HOQMIL04,,doi=10.1038/ncomms6851; partition=train; ann_probability=0.92178774
HOXGEH_clean,HOXGEH,,doi=10.1021/cg801313u; partition=train; ann_probability=0.92323244
HOXSAQ_clean,HOXSAQ,,doi=10.1002/zaac.201400209; partition=train; ann_probability=0.9253514
HOZDIL_clean,HOZDIL,,doi=10.1021/cg5005215; partition=train; ann_probability=0.94304955
HOZTOG_clean,HOZTOG,,doi=10.1021/ic802457j; partition=train; ann_probability=0.9269872
HUMWIX_clean,HUMWIX,,doi=10.1002/asia.201500234; partition=train; ann_probability=0.90977156
HUNFON_clean,HUNFON,,doi=10.1039/C5RA09339B; partition=train; ann_probability=0.9485594
HURGUX01_clean,HURGUX01,,doi=10.1039/c1ce05190c; partition=train; ann_probability=0.09933263
HUSQES_clean,HUSQES,,doi=10.1039/b922732f; partition=train; ann_probability=0.92793185
HUTTIA_clean,HUTTIA,,doi=10.1021/ic901429u; partition=train; ann_probability=0.9385389
HUYXUV_clean,HUYXUV,,doi=10.1021/ic901564y; partition=train; ann_probability=0.12925413
HUZKUJ_clean,HUZKUJ,,doi=10.1021/ic901744m; partition=train; ann_probability=0.11380461
HUZLIY_clean,HUZLIY,,doi=10.1021/ic901744m; partition=train; ann_probability=0.15893048
HUZSOL_clean,HUZSOL,,doi=10.1021/cg901347p; partition=train; ann_probability=0.9277948
HUZSUR_clean,HUZSUR,,doi=10.1021/cg901347p; partition=train; ann_probability=0.9272672
HUZXUX_clean,HUZXUX,,doi=10.1002/asia.201500332; partition=train; ann_probability=0.9248543
IBOTAU_clean,IBOTAU,,doi=10.1039/b008286o; partition=train; ann_probability=0.12762451
IBOZIK_clean,IBOZIK,,doi=10.1039/c1ce05549f; partition=train; ann_probability=0.10452983
ICAQIO_clean,ICAQIO,,doi=10.1002/chem.201101383; partition=train; ann_probability=0.09829247
ICAQOU_clean,ICAQOU,,doi=10.1002/chem.201101383; partition=train; ann_probability=0.08953732
ICEGED_clean,ICEGED,,doi=10.1021/ic0492946; partition=train; ann_probability=0.08326429
ICIZOL_clean,ICIZOL,,doi=10.1002/ejic.201100566; partition=train; ann_probability=0.9263282
IDAGOL_clean,IDAGOL,,doi=10.1039/c1dt11183c; partition=train; ann_probability=0.95490885
IDAGUR_clean,IDAGUR,,doi=10.1039/c1dt11183c; partition=train; ann_probability=0.9037188
IDORIE_clean,IDORIE,,doi=10.1039/C3CE41008K; partition=train; ann_probability=0.9376651
IFAQUC_clean,IFAQUC,,doi=10.1021/ic701573r; partition=train; ann_probability=0.11415428
IFENOY_clean,IFENOY,,doi=10.1021/ja401671p; partition=train; ann_probability=0.9328804
IFENOY01_SL,IFENOY01,,doi=10.1021/ja401671p; partition=train; ann_probability=0.928586
IFENOY02_SL,IFENOY02,,doi=10.1021/ja401671p; partition=train; ann_probability=0.9324855
IFENOY03_SL,IFENOY03,,doi=10.1021/ja401671p; partition=train; ann_probability=0.93158746
IFEPUG_SL,IFEPUG,,doi=10.1021/ja401671p; partition=train; ann_probability=0.92407346
IFEQIV_SL,IFEQIV,,doi=10.1021/ja401671p; partition=train; ann_probability=0.922572
IGETUL_clean,IGETUL,,doi=10.1039/C5CC02596F; partition=train; ann_probability=0.9239543
IGUVIR01_clean,IGUVIR01,,doi=10.1038/ncomms7917; partition=train; ann_probability=0.12899104
IHOTEG_clean,IHOTEG,,doi=10.1002/zaac.201400547; partition=train; ann_probability=0.11413729
IJENER_clean,IJENER,,doi=10.1021/ic101051r; partition=train; ann_probability=0.92714095
IKEBUV_clean,IKEBUV,,doi=10.1021/ic034346x; partition=train; ann_probability=0.11832538
IKETAU_clean,IKETAU,,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.9239258
IKETEY_clean,IKETEY,,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.9292644
IKETIC_clean,IKETIC,,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.93122524
IKETOI_clean,IKETOI,,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.93178797
IKEVAW_clean,IKEVAW,,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.93430305
IKOTUZ_clean,IKOTUZ,,doi=10.1021/acs.inorgchem.6b00928; partition=train; ann_probability=0.93425345
IKOVAH_clean,IKOVAH,,doi=10.1021/acs.inorgchem.6b00928; partition=train; ann_probability=0.93105423
IKUTIT_clean,IKUTIT,,doi=10.1039/C6CE00318D; partition=train; ann_probability=0.12108913
IKUTOZ_clean,IKUTOZ,,doi=10.1039/C6CE00318D; partition=train; ann_probability=0.12729359
IKUTUF_clean,IKUTUF,,doi=10.1039/C6CE00318D; partition=train; ann_probability=0.12246889
ILOJEZ_clean,ILOJEZ,,doi=10.1039/c0dt00894j; partition=train; ann_probability=0.9014996
ILOTOT_clean,ILOTOT,,doi=10.1021/ic101286j; partition=train; ann_probability=0.9238637
IPIJEY_clean,IPIJEY,,doi=10.1039/C5CE00833F; partition=train; ann_probability=0.93374085
IQABEJ_clean,IQABEJ,,doi=10.1039/C6DT01587E; partition=train; ann_probability=0.9282708
IQECIS_clean,IQECIS,,doi=10.1002/chem.201600705; partition=train; ann_probability=0.93105733
IQIDES_clean,IQIDES,,doi=10.1039/c1ce05117b; partition=train; ann_probability=0.10664341
IQINAZ_clean,IQINAZ,,doi=10.1021/acs.cgd.6b00482; partition=train; ann_probability=0.92996275
ISIKIF_clean,ISIKIF,,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.930259
ISIKOL_clean,ISIKOL,,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.8823201
ISIMAZ_clean,ISIMAZ,,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.9357787
ISIMUT_clean,ISIMUT,,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.9148352
ISUCUV_clean,ISUCUV,,doi=10.1039/c1ce05190c; partition=train; ann_probability=0.195342
ITETEH_clean,ITETEH,,doi=10.1039/c0dt01687j; partition=train; ann_probability=0.9350453
ITIPOS_clean,ITIPOS,,doi=10.1021/acs.chemmater.6b01286; partition=train; ann_probability=0.93159825
ITIWAK_clean,ITIWAK,,doi=10.1039/c1cc11402f; partition=train; ann_probability=0.91682076
ITIWEO_clean,ITIWEO,,doi=10.1039/c1cc11402f; partition=train; ann_probability=0.9194491
IVEQEG_clean,IVEQEG,,doi=10.1021/cm052149l; partition=train; ann_probability=0.91464347
IWELIG01_clean,IWELIG01,,doi=10.1039/C3DT50747E; partition=train; ann_probability=0.9280288
IWEVAJ_clean,IWEVAJ,,doi=10.1021/jacs.6b04971; partition=train; ann_probability=0.11617714
IXAKAU_clean,IXAKAU,,doi=10.1021/ic102188v; partition=train; ann_probability=0.12235138
IXEJIG_clean,IXEJIG,,doi=10.1002/anie.201604313; partition=train; ann_probability=0.93440545
IXEJOM_clean,IXEJOM,,doi=10.1002/anie.201604313; partition=train; ann_probability=0.92620707
IXOFIL_clean,IXOFIL,,doi=10.1021/ic1025087; partition=train; ann_probability=0.14446953
IXOFOR_clean,IXOFOR,,doi=10.1021/ic1025087; partition=train; ann_probability=0.10995844
IXOFUX_clean,IXOFUX,,doi=10.1021/ic1025087; partition=train; ann_probability=0.1499713
